author,title,year,month,date,time,message_data,message,留言日期,message_day,message_time,message_ip,type,Break_word,POS_tags,Topic,Top_words,Probability
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:12,2022/12/21,玩幣歸趙,2022/ 12 / 21,12月21日,10:12,27.105.25.33,推,"玩幣,歸","玩幣 Na,歸 VJ",0,比特幣 - 歐印 - 現在 - 不是 - 可以 - 美金 - allin - 交易所 - 不會 - 知道,0.89747086
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,幣安遲早的事啦一堆人都跑路了,2022/ 12 / 21,12月21日,10:07:00,61.216.64.210,推,"幣安,遲早,事,一,堆,都,跑路","幣安 Na,遲早 D,事 DE,一 Na,堆 T,都 Nf,跑路 Na",0,比特幣 - 歐印 - 現在 - 不是 - 可以 - 美金 - allin - 交易所 - 不會 - 知道,0.090782947
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:37,2022/12/21,一群韭菜活該,2022/ 12 / 21,12月21日,10:37,101.10.8.245,推,"群,韭菜,活該","群 Nf,韭菜 Na,活該 VH",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,1
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,收割中ing之前世界各地負責人掛了就該知,2022/ 12 / 21,12月21日,10:07:00,220.142.1.42,推,"收割,中,ing,之前,世界,各,地,負責人,掛,就,該,知","收割 VC,中 Ng,ing FW,之前 Nd,世界 Nc,各 Nes,地 Na,負責人 Na,掛 VC,就 Di,該 D,知 D",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,0.073295403
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,12:09,2022/12/21,浪費電的垃圾倒光最好,2022/ 12 / 21,12月21日,12:09,223.136.150.194,推,"浪費,電,垃圾,倒,光,最好","浪費 VC,電 Na,垃圾 DE,倒 Na,光 VC,最好 Da",4,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,1
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,講穿了全是詐騙錢都轉走當然破產了,2022/ 12 / 21,12月21日,10:07:00,114.45.215.218,推,"講穿,全,詐騙,錢,都,轉走,當然,破產了","講穿 VC,全 Di,詐騙 SHI,錢 VD,都 Na,轉走 D,當然 VAC,破產了 D",1,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,0.045391929
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,泡沫化有夠快,2022/ 12 / 21,12月21日,17:38,42.72.251.74,推,"泡沫化,有夠,快","泡沫化 VHC,有夠 Dfa,快 VH",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.069021949
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,好險沒投資比特幣,2022/ 12 / 21,12月21日,17:37:40,223.137.247.174,推,"好險,沒,投資,比特幣","好險 VH,沒 D,投資 VC,比特幣 Na",0,比特幣 - 歐印 - 現在 - 不是 - 可以 - 美金 - allin - 交易所 - 不會 - 知道,1
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,加密貨幣能買一碗麵來吃嗎,2022/ 12 / 21,12月21日,17:38,39.15.58.144,推,"加密貨幣,能,買,碗,麵,來,吃","加密貨幣 Na,能 D,買 VC,碗 Nf,麵 Na,來 D,吃 VC",3,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.369614586
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,保護個小朋友,2022/ 12 / 21,12月21日,17:37:40,125.231.231.161,推,"保護,小朋友","保護 VC,小朋友 Nf",8,黃金 - 比特犬 - 美國 - 戰爭 - 狗狗幣 - 空軍 - 價值 - 比較 - 真的 - 用途,0.229745955
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,反共仔支那真不自由笑死,2022/ 12 / 19,12月19日,17:39,1.200.67.125,推,"反共,仔支,真,不,自由,笑死","反共 VH,仔支 Na,真 D,不 D,自由 VH,笑死 VHC",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.300642927
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:37:40,2022/12/19,哈哈哈哈哈哈哈原來最後割稻尾,2022/ 12 / 19,12月19日,17:37:40,114.43.182.29,推,"哈哈,哈哈,哈,哈哈,原來,最後,割,稻尾","哈哈 D,哈哈 D,哈 D,哈哈 D,原來 D,最後 Nd,割 VC,稻尾 Na",7,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.235702366
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,去中心化你被詐騙就不要當作犯罪行為啊,2022/ 12 / 20,12月20日,17:39,219.70.72.80,推,"去中心化,被,詐騙,就,不要,當作,犯罪,行為","去中心化 VHC,被 P,詐騙 VD,就 D,不要 D,當作 VG,犯罪 VA,行為 Na",1,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,1
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,彥州不回換obov回,2022/ 12 / 21,12月21日,17:37:40,,推,"不,回換,obov,回","不 D,回換 VC,obov FW,回 VCL",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.557132786
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:39,2022/12/1,割韭菜,2022/ 12 / 01,12月1日,17:39,140.124.3.122,推,"割,韭菜","割 VC,韭菜 Na",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,1
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢像黨撒一堆錢我是不信沒貪,2022/ 12 / 01,12月1日,17:37:40,101.12.89.218,推,"洗錢,像,黨,撒,堆,錢,是,不信,沒,貪","洗錢 VA,像 VG,黨 Na,撒 VC,堆 Nf,錢 Na,是 SHI,不信 VK,沒 D,貪 VJ",13,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,0.158489129
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:42,2022/12/1,沒有政府可以監管的金流,2022/ 12 / 01,12月1日,17:42,223.137.242.139,推,"沒有,政府,可以,監管,金流","沒有 VJ,政府 Na,可以 D,監管 VC,金流 DE",3,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.857201287
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢,2022/ 12 / 01,12月1日,17:37:40,101.137.80.214,推,洗錢,洗錢 VA,13,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,0.849556043
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:44,2022/12/1,賺錢啊,2022/ 12 / 01,12月1日,17:44,37.19.211.105,推,賺錢,賺錢 VA,0,比特幣 - 歐印 - 現在 - 不是 - 可以 - 美金 - allin - 交易所 - 不會 - 知道,0.227253932
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,割韭菜,2022/ 12 / 01,12月1日,17:37:40,39.14.10.25,推,"割,韭菜","割 VC,韭菜 Na",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,0.739066583
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:46,2022/12/1,換美金再換台幣,2022/ 12 / 01,12月1日,17:46,101.136.112.246,推,"換,美金,再,換,台幣","換 VC,美金 Na,再 D,換 VC,台幣 Na",0,比特幣 - 歐印 - 現在 - 不是 - 可以 - 美金 - allin - 交易所 - 不會 - 知道,0.348434043
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢,2022/ 12 / 01,12月1日,17:37:40,124.218.66.161,推,洗錢,洗錢 VA,13,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:49,2022/12/1,月日歲的nikolaimushegia,2022/ 12 / 01,12月1日,17:49,42.73.143.32,推,"月,日歲,nikolaimushegia","月 Na,日歲 Na,nikolaimushegia DE",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.934998973
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,beved,2022/ 12 / 01,12月1日,17:37:40,223.141.7.195,推,beved,beved FW,-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.401419817
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:11,2022/12/1,比支那政府滅掉富豪還可怕笑了,2022/ 12 / 01,12月1日,18:11,36.239.45.1,推,"比,支那,政府,滅掉,富豪,還,可怕,笑","比 P,支那 Nc,政府 Na,滅掉 VC,富豪 Na,還 D,可怕 VH,笑 VA",3,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,水hen深,2022/ 12 / 01,12月1日,17:37:40,101.10.105.255,推,"水,hen,深","水 Na,hen FW,深 VH",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.272774361
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:14,2022/12/1,這麼巧一堆人死,2022/ 12 / 01,12月1日,18:14,59.125.79.58,推,"這麼,巧,堆,人,死","這麼 D,巧 VH,堆 Nf,人 Na,死 VH",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.302281297
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,被墜機太狠了,2022/ 12 / 01,12月1日,17:37:40,49.215.15.63,推,"被,墜機,太,狠","被 P,墜機 VA,太 Dfa,狠 VH",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.558988652
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:18,2022/12/1,結果都轉世到某個地方以新身分爽爽過,2022/ 12 / 01,12月1日,18:18,223.141.10.11,推,"結果,都,轉世,到,某,地方,以,新,身分,爽爽,過","結果 Dk,都 D,轉世 VH,到 P,某 Nes,地方 Nf,以 Na,新 P,身分 VH,爽爽 Na,過 VH",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.090686333
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,看標題嚇死還以為vitalik,2022/ 12 / 01,12月1日,17:37:40,223.137.76.10,推,"看,標題,嚇死,還,以為,vitalik","看 VC,標題 Na,嚇死 VHC,還 D,以為 VE,vitalik FW",1,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:41,2022/12/1,哇,2022/ 12 / 01,12月1日,18:41,49.217.129.87,推,哇,哇 I,-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.275720087
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,根本都被暗殺吧,2022/ 12 / 01,12月1日,17:37:40,223.137.250.111,推,"根本,都,被,暗殺","根本 D,都 D,被 P,暗殺 VC",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:52,2022/12/1,這招好用紛紛學起來用,2022/ 12 / 01,12月1日,18:52,118.169.56.216,推,"招,好用,紛紛,學起來,用","招 Nf,好用 VH,紛紛 D,學起來 D,用 VC",7,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.088716111
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,台灣警察排除他殺結案,2022/ 12 / 01,12月1日,17:37:40,111.252.36.198,推,"台灣,警察,排除,殺,結案","台灣 Nc,警察 Na,排除 VC,殺 VC,結案 VB",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:55,2022/12/1,誰是倒霉替身,2022/ 12 / 01,12月1日,18:55,111.71.212.184,推,"是,倒霉,替身","是 SHI,倒霉 VH,替身 Na",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.119449014
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,該不會只有一個真死其餘都假的吧,2022/ 12 / 01,12月1日,17:37:40,101.137.161.0,推,"該,不會,只,有,真,死,其餘,假的","該 D,不會 D,只 Da,有 V_2,真 Nf,死 D,其餘 VH,假的 D",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.737283866
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,19:00,2022/12/1,kgb表示,2022/ 12 / 01,12月1日,19:00,42.74.2.78,推,"kgb,表示","kgb FW,表示 VE",2,韭菜 - 台灣 - 收割 - nft - 割完 - 加碼 - 可憐 - 表示 - 進場 - 塔綠班,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,推文真的電影看太多,2022/ 12 / 01,12月1日,17:37:40,111.71.214.19,推,"推文,真的,電影,看","推文 Na,真的 D,電影 Na,看 VC",7,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.009894593
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,19:56,2022/12/1,物理加密,2022/ 12 / 01,12月1日,19:56,220.141.175.114,推,"物理,加密","物理 Na,加密 VA",3,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.1828727
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,假死擺脫巨額債務換個新身份繼續,2022/ 12 / 01,12月1日,17:37:40,223.136.175.61,推,"假死,擺脫,巨額,債務,換,新,身份,繼續","假死 VA,擺脫 VC,巨額 Na,債務 Na,換 VC,新 Di,身份 VH,繼續 Na",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.098005429
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:38,2022/12/1,假消失罷了,2022/ 12 / 01,12月1日,23:38,42.73.162.104,推,"假,消失,罷了","假 VH,消失 VA,罷了 T",13,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,0.153490969
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/1,又墜機了,2022/ 12 / 01,12月1日,23:32:32,117.56.213.250,推,"又,墜機","又 D,墜機 VA",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.554855729
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:50,2022/12/1,太恐怖了你信嗎,2022/ 12 / 01,12月1日,23:50,111.255.223.145,推,"太,恐怖,你","太 Dfa,恐怖 VH,你 Di",1,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,1
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/1,詐死的感覺居多換身份生活,2022/ 12 / 01,12月1日,23:32:32,42.70.174.41,推,"詐死,感覺,居多,換,身份,生活","詐死 VA,感覺 DE,居多 Na,換 VI,身份 VC,生活 Na",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.1275125
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,00:26,2022/12/1,假的啦裝死就不用還錢了也不用擔心被追,2022/ 12 / 01,12月1日,00:26,220.136.24.14,推,"假的,裝,死,就,不用,還錢,也,不用,擔心,被,追","假的 D,裝 T,死 VF,就 VH,不用 D,還錢 D,也 VA,不用 Di,擔心 D,被 D,追 VK",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.105019912
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/1,詐死就不用賠換身分繼續爽,2022/ 12 / 01,12月1日,23:32:32,114.137.81.21,推,"詐死,就,不用,賠換,身分,繼續,爽","詐死 VA,就 D,不用 D,賠換 VD,身分 Na,繼續 VF,爽 VH",1,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,0.326640429
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,,2022/12/1,加密幣創辦人都很容易死掉,2022/ 12 / 01,12月1日,,73.135.31.236,推,"加密幣,創辦人,都,很,容易,死掉","加密幣 Na,創辦人 Na,都 D,很 Dfa,容易 VH,死掉 VH",3,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.585774311
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/1,活要見人死要見屍吧,2022/ 12 / 01,12月1日,09:59:57,118.231.136.242,推,"活,要,見,人,死,要,見,屍","活 VH,要 D,見 VE,人 Na,死 VH,要 D,見 VE,屍 Na",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.175470159
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:00,2022/12/1,還有一個說去印度玩拉肚子死掉的也是,2022/ 12 / 01,12月1日,10:00,103.17.9.197,推,"還,有,說,去,印度,玩,拉肚子,死掉,也,是","還 D,有 V_2,說 Nf,去 VE,印度 VCL,玩 Nc,拉肚子 VC,死掉 VA,也 VH,是 DE",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.086421807
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/1,詐死印度只要花錢就能拿到死亡證明,2022/ 12 / 01,12月1日,09:59:57,27.53.161.223,推,"詐死,印度,只要,花錢,就,能,拿到,死亡,證明","詐死 VA,印度 Nc,只要 Cbb,花錢 VA,就 D,能 D,拿到 VC,死亡 VH,證明 Na",6,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.085005209
