author,title,year,month,date,time,message_data,message,message_day,message_time,message_ip,type,Break_word,POS_tags
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:09,2022/12/21,妖獸喔我朋友投不少錢進去耶,12/21,10:09,223.137.131.19,推,"妖獸,喔,朋友,投,錢,進去","妖獸 Na,喔 T,朋友 Na,投 VC,錢 Na,進去 VA"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:12,2022/12/21,玩幣歸趙,12/21,10:12,27.105.25.33,推,"玩幣,歸","玩幣 Na,歸 VJ"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,幣安遲早的事啦一堆人都跑路了,12/21,10:07:00,61.216.64.210,推,"幣安,遲早,事,一,堆,都,跑路","幣安 Na,遲早 D,事 DE,一 Na,堆 T,都 Nf,跑路 Na"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:37,2022/12/21,一群韭菜活該,12/21,10:37,101.10.8.245,推,"群,韭菜,活該","群 Nf,韭菜 Na,活該 VH"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,收割中ing之前世界各地負責人掛了就該知,12/21,10:07:00,220.142.1.42,推,"收割,中,ing,之前,世界,各,地,負責人,掛,就,該,知","收割 VC,中 Ng,ing FW,之前 Nd,世界 Nc,各 Nes,地 Na,負責人 Na,掛 VC,就 Di,該 D,知 D"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,12:09,2022/12/21,浪費電的垃圾倒光最好,12/21,12:09,223.136.150.194,推,"浪費,電,垃圾,倒,光,最好","浪費 VC,電 Na,垃圾 DE,倒 Na,光 VC,最好 Da"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,講穿了全是詐騙錢都轉走當然破產了,12/21,10:07:00,114.45.215.218,推,"講穿,全,詐騙,錢,都,轉走,當然,破產了","講穿 VC,全 Di,詐騙 SHI,錢 VD,都 Na,轉走 D,當然 VAC,破產了 D"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,泡沫化有夠快,12/21,17:38,42.72.251.74,推,"泡沫化,有夠,快","泡沫化 VHC,有夠 Dfa,快 VH"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,好險沒投資比特幣,12/21,17:37:40,223.137.247.174,推,"好險,沒,投資,比特幣","好險 VH,沒 D,投資 VC,比特幣 Na"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,加密貨幣能買一碗麵來吃嗎,12/21,17:38,39.15.58.144,推,"加密貨幣,能,買,碗,麵,來,吃","加密貨幣 Na,能 D,買 VC,碗 Nf,麵 Na,來 D,吃 VC"
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,保護個小朋友,12/21,17:37:40,125.231.231.161,推,"保護,小朋友","保護 VC,小朋友 Nf"
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,反共仔支那真不自由笑死,12/19,17:39,1.200.67.125,推,"反共,仔支,真,不,自由,笑死","反共 VH,仔支 Na,真 D,不 D,自由 VH,笑死 VHC"
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:37:40,2022/12/19,哈哈哈哈哈哈哈原來最後割稻尾,12/19,17:37:40,114.43.182.29,推,"哈哈,哈哈,哈,哈哈,原來,最後,割,稻尾","哈哈 D,哈哈 D,哈 D,哈哈 D,原來 D,最後 Nd,割 VC,稻尾 Na"
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,去中心化你被詐騙就不要當作犯罪行為啊,12/20,17:39,219.70.72.80,推,"去中心化,被,詐騙,就,不要,當作,犯罪,行為","去中心化 VHC,被 P,詐騙 VD,就 D,不要 D,當作 VG,犯罪 VA,行為 Na"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/01,彥州不回換obov回,,17:37:40,,推,"不,回換,obov,回","不 D,回換 VC,obov FW,回 VCL"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:39,2022/12/01,割韭菜,12/01,17:39,140.124.3.122,推,"割,韭菜","割 VC,韭菜 Na"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/01,洗錢像黨撒一堆錢我是不信沒貪,12/01,17:37:40,101.12.89.218,推,"洗錢,像,黨,撒,堆,錢,是,不信,沒,貪","洗錢 VA,像 VG,黨 Na,撒 VC,堆 Nf,錢 Na,是 SHI,不信 VK,沒 D,貪 VJ"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:42,2022/12/01,沒有政府可以監管的金流,12/01,17:42,223.137.242.139,推,"沒有,政府,可以,監管,金流","沒有 VJ,政府 Na,可以 D,監管 VC,金流 DE"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/01,洗錢,12/01,17:37:40,101.137.80.214,推,洗錢,洗錢 VA
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:44,2022/12/01,賺錢啊,12/01,17:44,37.19.211.105,推,賺錢,賺錢 VA
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/01,割韭菜,12/01,17:37:40,39.14.10.25,推,"割,韭菜","割 VC,韭菜 Na"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:46,2022/12/01,換美金再換台幣,12/01,17:46,101.136.112.246,推,"換,美金,再,換,台幣","換 VC,美金 Na,再 D,換 VC,台幣 Na"
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/01,洗錢,12/01,17:37:40,124.218.66.161,推,洗錢,洗錢 VA
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:49,2022/12/01,月日歲的nikolaimushegia,12/01,17:49,42.73.143.32,推,"月,日歲,nikolaimushegia","月 Na,日歲 Na,nikolaimushegia DE"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,beved,12/01,17:37:40,223.141.7.195,推,beved,beved FW
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:11,2022/12/01,比支那政府滅掉富豪還可怕笑了,12/01,18:11,36.239.45.1,推,"比,支那,政府,滅掉,富豪,還,可怕,笑","比 P,支那 Nc,政府 Na,滅掉 VC,富豪 Na,還 D,可怕 VH,笑 VA"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,水hen深,12/01,17:37:40,101.10.105.255,推,"水,hen,深","水 Na,hen FW,深 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:14,2022/12/01,這麼巧一堆人死,12/01,18:14,59.125.79.58,推,"這麼,巧,堆,人,死","這麼 D,巧 VH,堆 Nf,人 Na,死 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,被墜機太狠了,12/01,17:37:40,49.215.15.63,推,"被,墜機,太,狠","被 P,墜機 VA,太 Dfa,狠 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:18,2022/12/01,結果都轉世到某個地方以新身分爽爽過,12/01,18:18,223.141.10.11,推,"結果,都,轉世,到,某,地方,以,新,身分,爽爽,過","結果 Dk,都 D,轉世 VH,到 P,某 Nes,地方 Nf,以 Na,新 P,身分 VH,爽爽 Na,過 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,看標題嚇死還以為vitalik,12/01,17:37:40,223.137.76.10,推,"看,標題,嚇死,還,以為,vitalik","看 VC,標題 Na,嚇死 VHC,還 D,以為 VE,vitalik FW"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:41,2022/12/01,哇,12/01,18:41,49.217.129.87,推,哇,哇 I
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,根本都被暗殺吧,12/01,17:37:40,223.137.250.111,推,"根本,都,被,暗殺","根本 D,都 D,被 P,暗殺 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:52,2022/12/01,這招好用紛紛學起來用,12/01,18:52,118.169.56.216,推,"招,好用,紛紛,學起來,用","招 Nf,好用 VH,紛紛 D,學起來 D,用 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,台灣警察排除他殺結案,12/01,17:37:40,111.252.36.198,推,"台灣,警察,排除,殺,結案","台灣 Nc,警察 Na,排除 VC,殺 VC,結案 VB"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:55,2022/12/01,誰是倒霉替身,12/01,18:55,111.71.212.184,推,"是,倒霉,替身","是 SHI,倒霉 VH,替身 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,該不會只有一個真死其餘都假的吧,12/01,17:37:40,101.137.161.0,推,"該,不會,只,有,真,死,其餘,假的","該 D,不會 D,只 Da,有 V_2,真 Nf,死 D,其餘 VH,假的 D"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,19:00,2022/12/01,kgb表示,12/01,19:00,42.74.2.78,推,"kgb,表示","kgb FW,表示 VE"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,推文真的電影看太多,12/01,17:37:40,111.71.214.19,推,"推文,真的,電影,看","推文 Na,真的 D,電影 Na,看 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,19:56,2022/12/01,物理加密,12/01,19:56,220.141.175.114,推,"物理,加密","物理 Na,加密 VA"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/01,假死擺脫巨額債務換個新身份繼續,12/01,17:37:40,223.136.175.61,推,"假死,擺脫,巨額,債務,換,新,身份,繼續","假死 VA,擺脫 VC,巨額 Na,債務 Na,換 VC,新 Di,身份 VH,繼續 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:38,2022/12/01,假消失罷了,12/01,23:38,42.73.162.104,推,"假,消失,罷了","假 VH,消失 VA,罷了 T"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/01,又墜機了,12/01,23:32:32,117.56.213.250,推,"又,墜機","又 D,墜機 VA"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:50,2022/12/01,太恐怖了你信嗎,12/01,23:50,111.255.223.145,推,"太,恐怖,你","太 Dfa,恐怖 VH,你 Di"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/01,詐死的感覺居多換身份生活,12/01,23:32:32,42.70.174.41,推,"詐死,感覺,居多,換,身份,生活","詐死 VA,感覺 DE,居多 Na,換 VI,身份 VC,生活 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,00:26,2022/12/01,假的啦裝死就不用還錢了也不用擔心被追,12/01,00:26,220.136.24.14,推,"假的,裝,死,就,不用,還錢,也,不用,擔心,被,追","假的 D,裝 T,死 VF,就 VH,不用 D,還錢 D,也 VA,不用 Di,擔心 D,被 D,追 VK"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,23:32:32,2022/12/01,詐死就不用賠換身分繼續爽,12/01,23:32:32,114.137.81.21,推,"詐死,就,不用,賠換,身分,繼續,爽","詐死 VA,就 D,不用 D,賠換 VD,身分 Na,繼續 VF,爽 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,,2022/12/01,加密幣創辦人都很容易死掉,12/01,,73.135.31.236,推,"加密幣,創辦人,都,很,容易,死掉","加密幣 Na,創辦人 Na,都 D,很 Dfa,容易 VH,死掉 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,活要見人死要見屍吧,12/01,09:59:57,118.231.136.242,推,"活,要,見,人,死,要,見,屍","活 VH,要 D,見 VE,人 Na,死 VH,要 D,見 VE,屍 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:00,2022/12/01,還有一個說去印度玩拉肚子死掉的也是,12/01,10:00,103.17.9.197,推,"還,有,說,去,印度,玩,拉肚子,死掉,也,是","還 D,有 V_2,說 Nf,去 VE,印度 VCL,玩 Nc,拉肚子 VC,死掉 VA,也 VH,是 DE"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,詐死印度只要花錢就能拿到死亡證明,12/01,09:59:57,27.53.161.223,推,"詐死,印度,只要,花錢,就,能,拿到,死亡,證明","詐死 VA,印度 Nc,只要 Cbb,花錢 VA,就 D,能 D,拿到 VC,死亡 VH,證明 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:01,2022/12/01,這種到處都是偷窺界的年代如果有詐死的,12/01,10:01,101.137.161.0,推,"種,到處,都,是,偷窺界,年代,如果,有,詐死","種 Nf,到處 D,都 D,是 SHI,偷窺界 Nc,年代 DE,如果 Nd,有 Cbb,詐死 V_2"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,玩幣歸召,12/01,09:59:57,111.71.61.18,推,"玩幣,歸召","玩幣 Na,歸召 VA"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:03,2022/12/01,被去中心化了,12/01,10:03,39.10.2.228,推,"被,去中心化","被 P,去中心化 VHC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,還以為是v神,12/01,09:59:57,49.216.48.200,推,"還,以為,是,v,神","還 D,以為 VE,是 SHI,v FW,神 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:10,2022/12/01,活著難逃一死死了永遠活著,12/01,10:10,42.74.66.70,推,"活,著,難逃,一,死死,永遠,活,著","活 VH,著 Di,難逃 VJ,一 D,死死 VH,永遠 Di,活 D,著 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,活該,12/01,09:59:57,49.216.53.141,推,活該,活該 VH
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:13,2022/12/01,詐死的太明顯早就出國換身分爽了,12/01,10:13,122.116.221.108,推,"詐死,太,明顯,早,就,出國,換身,分爽","詐死 VA,太 DE,明顯 Dfa,早 VH,就 D,出國 D,換身 VA,分爽 VA"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,若是詐死那偷窺界是因為本來就沒一個手,12/01,09:59:57,101.137.161.0,推,"若是,詐死,偷窺界,是,因為,本來,就,沒,手","若是 Cbb,詐死 VA,偷窺界 Nc,是 SHI,因為 Cbb,本來 D,就 D,沒 VJ,手 Nf"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:24,2022/12/01,一個月死三個,12/01,10:24,1.161.5.7,推,"月,死,三","月 Nf,死 Na,三 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,水很深,12/01,09:59:57,39.9.108.20,推,"水,很,深","水 Na,很 Dfa,深 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,10:28,2022/12/01,有引擎,12/01,10:28,61.220.251.46,推,"有,引擎","有 V_2,引擎 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,加密富豪,12/01,09:59:57,36.230.101.135,推,加,加 VC
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,16:22,2022/12/01,只要死了那就永遠的活著了,12/01,16:22,223.140.109.25,推,"只要,死,那,永遠,活,著","只要 Cbb,死 VH,那 Di,永遠 D,活 VH,著 DE"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,09:59:57,2022/12/01,假死啦換新身分退休躲起來,12/01,09:59:57,49.216.47.95,推,"假死,換,新,身分,退休,躲起來","假死 VA,換 T,新 VC,身分 VH,退休 Na,躲起來 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:14,2022/12/01,被處理了,12/01,08:14,111.71.26.181,推,"被,處理","被 P,處理 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,太巧了吧,12/01,08:13:33,101.10.45.205,推,"太,巧","太 Dfa,巧 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:16,2022/12/01,詐死啊,12/01,08:16,223.136.119.86,推,詐死,詐死 VA
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,詭異,12/01,08:13:33,61.224.150.97,推,詭異,詭異 VH
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:16,2022/12/01,難怪馬雲要請保鑣,12/01,08:16,180.217.22.171,推,"難怪,要,請,保鑣","難怪 D,要 D,請 VF,保鑣 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,你說真的可以這麼剛好嗎,12/01,08:13:33,1.174.227.100,推,"說,真的,可以,這麼,剛好","說 VE,真的 D,可以 D,這麼 D,剛好 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:17,2022/12/01,大家都在換身份跑路嘻嘻只有你會甲死,12/01,08:17,114.24.226.94,推,"都,在,換,身份,跑路,嘻嘻,只有,會,甲死","都 D,在 P,換 VC,身份 Na,跑路 VA,嘻嘻 D,只有 Cbb,會 D,甲死 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,sbf的私人飛機本來也想玩這齣吧只是被抓,12/01,08:13:33,42.76.59.227,推,"sbf,私人,本來,也,想,玩,這,只是,被,抓","sbf FW,私人 DE,本來 Na,也 D,想 D,玩 VE,這 VC,只是 Nf,被 T,抓 D"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:17,2022/12/01,怕爆,12/01,08:17,42.77.150.44,推,"怕,爆","怕 VK,爆 VH"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,詐死吧搞不好只是換個身份繼續撈,12/01,08:13:33,42.77.118.113,推,"詐死,搞不好,只是,換,身份,繼續,撈","詐死 VA,搞不好 T,只是 D,換 D,身份 VC,繼續 Di,撈 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:17,2022/12/01,富豪都愛開飛機然後墜機掛掉,12/01,08:17,39.9.69.222,推,"富豪,都,愛,開,飛機,然後,墜機,掛掉","富豪 Na,都 D,愛 VL,開 VC,飛機 Na,然後 D,墜機 VA,掛掉 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,幹都是被處理掉吧,12/01,08:13:33,59.124.2.4,推,"幹,都,是,被,處理掉","幹 VC,都 D,是 SHI,被 P,處理掉 VC"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:18,2022/12/01,一堆假死仔,12/01,08:18,118.233.159.182,推,"堆,假死仔","堆 Nf,假死仔 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,假死啊哈哈哈哈誰會相信,12/01,08:13:33,42.79.94.30,推,"假死,哈哈,哈哈,誰,相信","假死 VA,哈哈 T,哈哈 D,誰 D,相信 D"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:20,2022/12/01,rip,12/01,08:20,111.83.104.136,推,rip,rip FW
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,墜機都燒光光找不到屍體吧,12/01,08:13:33,42.72.226.208,推,"墜機,都,找,不,到,屍體","墜機 VA,都 D,找 VC,不 D,到 VC,屍體 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:21,2022/12/01,韭菜的報復電視劇的劇本,12/01,08:21,223.137.196.236,推,"韭菜,報復,電視劇,劇本","韭菜 Na,報復 DE,電視劇 VC,劇本 Na"
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,08:13:33,2022/12/01,會不會加入了證人保護計畫,12/01,08:13:33,61.220.124.88,推,"會不會,加入,證人,保護,計畫","會不會 D,加入 VC,證人 Di,保護 Na,計畫 VC"
